,Stock,Quantity,Month,MFundName,Fund Size
53,NMFBS,490,Poush 2078,CMF1,820000000
54,MLBS,374,Poush 2078,CMF1,820000000
55,KMCDB,1,Poush 2078,CMF1,820000000
56,SABSL,7,Poush 2078,CMF1,820000000
57,SWBBL,14416,Poush 2078,CMF1,820000000
58,JBLB,590,Poush 2078,CMF1,820000000
59,FOWAD,3480,Poush 2078,CMF1,820000000
60,SKBBL,10905,Poush 2078,CMF1,820000000
61,NIL,14746,Poush 2078,CMF1,820000000
62,NLG,2200,Poush 2078,CMF1,820000000
63,PICL,52,Poush 2078,CMF1,820000000
64,PRIN,201,Poush 2078,CMF1,820000000
65,SICL,19403,Poush 2078,CMF1,820000000
66,PIC,13319,Poush 2078,CMF1,820000000
67,SIC,11676,Poush 2078,CMF1,820000000
68,SIL,12096,Poush 2078,CMF1,820000000
69,MMF1,50000,Poush 2078,CMF1,820000000
70,NIBLSF,250000,Poush 2078,CMF1,820000000
71,HDL,612,Poush 2078,CMF1,820000000
72,CIT,696,Poush 2078,CMF1,820000000
73,NTC,4,Poush 2078,CMF1,820000000
74,SAMAJ,195,Poush 2078,CMF1,820000000
75,BNHC,1600,Poush 2078,CMF1,820000000
76,ADBL,12420,Poush 2078,CMF2,560000000
77,EBL,212,Poush 2078,CMF2,560000000
78,GBIME,46974,Poush 2078,CMF2,560000000
79,HBL,27031,Poush 2078,CMF2,560000000
80,KBL,43354,Poush 2078,CMF2,560000000
81,LBL,14274,Poush 2078,CMF2,560000000
82,MEGA,49692,Poush 2078,CMF2,560000000
83,NABIL,17924,Poush 2078,CMF2,560000000
84,MBL,18163,Poush 2078,CMF2,560000000
85,NBB,2464,Poush 2078,CMF2,560000000
86,NBL,1,Poush 2078,CMF2,560000000
87,NIB,5630,Poush 2078,CMF2,560000000
88,NIBPO,683,Poush 2078,CMF2,560000000
89,SBI,1035,Poush 2078,CMF2,560000000
90,NICA,27980,Poush 2078,CMF2,560000000
91,NMB,46185,Poush 2078,CMF2,560000000
92,PRVU,45698,Poush 2078,CMF2,560000000
93,PCBL,42176,Poush 2078,CMF2,560000000
94,SANIMA,20110,Poush 2078,CMF2,560000000
95,SBL,35406,Poush 2078,CMF2,560000000
96,EDBL,1421,Poush 2078,CMF2,560000000
97,GBBL,7959,Poush 2078,CMF2,560000000
98,JBBL,10062,Poush 2078,CMF2,560000000
99,MLBL,250,Poush 2078,CMF2,560000000
100,LBBL,9900,Poush 2078,CMF2,560000000
101,KSBBL,3077,Poush 2078,CMF2,560000000
102,MDB,1880,Poush 2078,CMF2,560000000
103,MNBBL,12005,Poush 2078,CMF2,560000000
104,SHINE,1663,Poush 2078,CMF2,560000000
105,ICFC,7148,Poush 2078,CMF2,560000000
106,GFCL,3371,Poush 2078,CMF2,560000000
107,JFL,2200,Poush 2078,CMF2,560000000
108,PFL,199,Poush 2078,CMF2,560000000
109,SIFC,3037,Poush 2078,CMF2,560000000
110,MBJC,12000,Poush 2078,CMF2,560000000
111,SAHAS,5710,Poush 2078,CMF2,560000000
112,SHPC,4364,Poush 2078,CMF2,560000000
113,ALICL,11911,Poush 2078,CMF2,560000000
114,LICN,4935,Poush 2078,CMF2,560000000
115,NLICL,4652,Poush 2078,CMF2,560000000
116,NLIC,16120,Poush 2078,CMF2,560000000
117,PLIC,8630,Poush 2078,CMF2,560000000
118,SLI,921,Poush 2078,CMF2,560000000
119,SLICL,8604,Poush 2078,CMF2,560000000
120,ULI,400,Poush 2078,CMF2,560000000
121,CBBL,7700,Poush 2078,CMF2,560000000
122,DDBL,14534,Poush 2078,CMF2,560000000
123,FOWAD,2581,Poush 2078,CMF2,560000000
124,NUBL,9009,Poush 2078,CMF2,560000000
125,JBLB,671,Poush 2078,CMF2,560000000
126,MERO,500,Poush 2078,CMF2,560000000
127,RMDC,1369,Poush 2078,CMF2,560000000
128,NMFBS,260,Poush 2078,CMF2,560000000
129,MMFDB,436,Poush 2078,CMF2,560000000
130,SKBBL,11306,Poush 2078,CMF2,560000000
131,SWBBL,13001,Poush 2078,CMF2,560000000
132,MLBS,543,Poush 2078,CMF2,560000000
133,HGI,14,Poush 2078,CMF2,560000000
134,LGIL,53,Poush 2078,CMF2,560000000
135,NIL,12032,Poush 2078,CMF2,560000000
136,NLG,2808,Poush 2078,CMF2,560000000
137,PIC,13473,Poush 2078,CMF2,560000000
138,SIC,11650,Poush 2078,CMF2,560000000
139,SICL,15000,Poush 2078,CMF2,560000000
140,SIL,10600,Poush 2078,CMF2,560000000
141,MMF1,50000,Poush 2078,CMF2,560000000
142,NICSF,100000,Poush 2078,CMF2,560000000
143,KEF,50000,Poush 2078,CMF2,560000000
144,NIBSF2,200000,Poush 2078,CMF2,560000000
145,RMF1,100000,Poush 2078,CMF2,560000000
146,CIT,300,Poush 2078,CMF2,560000000
147,HDL,262,Poush 2078,CMF2,560000000
148,SAMAJ,195,Poush 2078,CMF2,560000000
149,BNHC,1067,Poush 2078,CMF2,560000000
150,CCBLPO,121360,Poush 2078,GIMES1,1000000000
151,NIBPO,39738,Poush 2078,GIMES1,1000000000
152,GBIME,2901,Poush 2078,GIMES1,1000000000
153,MBL,33562,Poush 2078,GIMES1,1000000000
154,LBL,11226,Poush 2078,GIMES1,1000000000
155,NBB,36910,Poush 2078,GIMES1,1000000000
156,CCBL,125650,Poush 2078,GIMES1,1000000000
157,CBL,26174,Poush 2078,GIMES1,1000000000
158,CZBIL,33802,Poush 2078,GIMES1,1000000000
159,ADBL,13435,Poush 2078,GIMES1,1000000000
160,PRVU,11600,Poush 2078,GIMES1,1000000000
161,EBL,4050,Poush 2078,GIMES1,1000000000
162,SANIMA,3300,Poush 2078,GIMES1,1000000000
163,SCB,7764,Poush 2078,GIMES1,1000000000
164,MDB,1489,Poush 2078,GIMES1,1000000000
165,KSBBL,233742,Poush 2078,GIMES1,1000000000
166,JBBL,3,Poush 2078,GIMES1,1000000000
167,SADBL,39215,Poush 2078,GIMES1,1000000000
168,AKBSL,940,Poush 2078,GIMES1,1000000000
169,SKBBL,6995,Poush 2078,GIMES1,1000000000
170,NLBBL,1,Poush 2078,GIMES1,1000000000
171,ACLBSL,1000,Poush 2078,GIMES1,1000000000
172,SAMAJ,391,Poush 2078,GIMES1,1000000000
173,SWBBL,116,Poush 2078,GIMES1,1000000000
174,FMDBL,15067,Poush 2078,GIMES1,1000000000
175,MSLB,38,Poush 2078,GIMES1,1000000000
176,FOWAD,1000,Poush 2078,GIMES1,1000000000
177,GFCL,72494,Poush 2078,GIMES1,1000000000
178,MFIL,32514,Poush 2078,GIMES1,1000000000
179,MEN,55712,Poush 2078,GIMES1,1000000000
180,HPPL,115980,Poush 2078,GIMES1,1000000000
181,HURJA,66563,Poush 2078,GIMES1,1000000000
182,MHNL,35550,Poush 2078,GIMES1,1000000000
183,SPDL,55288,Poush 2078,GIMES1,1000000000
184,GLH,137421,Poush 2078,GIMES1,1000000000
185,SHPC,30325,Poush 2078,GIMES1,1000000000
186,NGPL,91694,Poush 2078,GIMES1,1000000000
187,MBJC,30000,Poush 2078,GIMES1,1000000000
188,PLI,35832,Poush 2078,GIMES1,1000000000
189,RBCLPO,7702,Poush 2078,GIMES1,1000000000
190,EICPO,7417,Poush 2078,GIMES1,1000000000
191,IGI,84625,Poush 2078,GIMES1,1000000000
192,NIL,1360,Poush 2078,GIMES1,1000000000
193,EIC,1,Poush 2078,GIMES1,1000000000
194,PIC,1897,Poush 2078,GIMES1,1000000000
195,CGH,658,Poush 2078,GIMES1,1000000000
196,CMF1,2762790,Poush 2078,GIMES1,1000000000
197,NEF,193133,Poush 2078,GIMES1,1000000000
198,NICGF,101789,Poush 2078,GIMES1,1000000000
199,LEMF,138300,Poush 2078,GIMES1,1000000000
200,SFMF,2957676,Poush 2078,GIMES1,1000000000
201,SAEF,34874,Poush 2078,GIMES1,1000000000
202,SEF,672866,Poush 2078,GIMES1,1000000000
203,NIBSF1,91878,Poush 2078,GIMES1,1000000000
204,NBF2,14205,Poush 2078,GIMES1,1000000000
205,PSF,594800,Poush 2078,GIMES1,1000000000
206,SIGS2,14700,Poush 2078,GIMES1,1000000000
207,SLCF,500000,Poush 2078,GIMES1,1000000000
208,KEF,5200,Poush 2078,GIMES1,1000000000
209,NIBLPF,13815,Poush 2078,GIMES1,1000000000
210,NRIC,23272,Poush 2078,GIMES1,1000000000
211,HIDCL,6501,Poush 2078,GIMES1,1000000000
212,HDL,1,Poush 2078,GIMES1,1000000000
213,SANIMA,8,Poush 2078,KEF,1000000000
214,NICA,36818,Poush 2078,KEF,1000000000
215,MBL,37850,Poush 2078,KEF,1000000000
216,SBL,72814,Poush 2078,KEF,1000000000
217,CZBIL,22686,Poush 2078,KEF,1000000000
218,PRVU,24992,Poush 2078,KEF,1000000000
219,NIBPO,46852,Poush 2078,KEF,1000000000
220,NMB,25001,Poush 2078,KEF,1000000000
221,LBL,54922,Poush 2078,KEF,1000000000
222,ADBL,12000,Poush 2078,KEF,1000000000
223,GBIME,38970,Poush 2078,KEF,1000000000
224,EBL,2330,Poush 2078,KEF,1000000000
225,MNBBL,34936,Poush 2078,KEF,1000000000
226,LBBL,5000,Poush 2078,KEF,1000000000
227,GBBL,4000,Poush 2078,KEF,1000000000
228,NUBL,23711,Poush 2078,KEF,1000000000
229,CBBL,7590,Poush 2078,KEF,1000000000
230,FOWAD,7500,Poush 2078,KEF,1000000000
231,LLBS,23972,Poush 2078,KEF,1000000000
232,SWBBL,3815,Poush 2078,KEF,1000000000
233,JBLB,2950,Poush 2078,KEF,1000000000
234,MLBSL,2,Poush 2078,KEF,1000000000
235,MLBS,1000,Poush 2078,KEF,1000000000
236,NICLBSL,8188,Poush 2078,KEF,1000000000
237,LICN,8182,Poush 2078,KEF,1000000000
238,NLICL,24363,Poush 2078,KEF,1000000000
239,AIL,2000,Poush 2078,KEF,1000000000
240,SIC,13427,Poush 2078,KEF,1000000000
241,NIL,15796,Poush 2078,KEF,1000000000
242,NIBSF1,261600,Poush 2078,KEF,1000000000
243,NICBF,542835,Poush 2078,KEF,1000000000
244,SBCF,1226360,Poush 2078,KEF,1000000000
245,NEF,119822,Poush 2078,KEF,1000000000
246,PSF,500000,Poush 2078,KEF,1000000000
247,NIBSF2,958500,Poush 2078,KEF,1000000000
248,NMBHF1,195740,Poush 2078,KEF,1000000000
249,NMB50,568600,Poush 2078,KEF,1000000000
250,RMF1,1000000,Poush 2078,KEF,1000000000
251,NICSF,1000000,Poush 2078,KEF,1000000000
252,MMF1,436330,Poush 2078,KEF,1000000000
253,BNT,410,Poush 2078,KEF,1000000000
254,AHPC,2917,Poush 2078,KEF,1000000000
255,SAHAS,5145,Poush 2078,KEF,1000000000
256,SPC,993,Poush 2078,KEF,1000000000
257,MBJC,30000,Poush 2078,KEF,1000000000
258,ADBL,46573,Poush 2078,LEMF,1250000000
259,API,41345,Poush 2078,LEMF,1250000000
260,AKPL,9000,Poush 2078,LEMF,1250000000
261,ALBSL,2387,Poush 2078,LEMF,1250000000
262,BOKL,5932,Poush 2078,LEMF,1250000000
263,BPCL,1,Poush 2078,LEMF,1250000000
264,CBBL,18578,Poush 2078,LEMF,1250000000
265,CBL,53300,Poush 2078,LEMF,1250000000
266,CCBL,66889,Poush 2078,LEMF,1250000000
267,CHCL,58079,Poush 2078,LEMF,1250000000
268,CIT,1377,Poush 2078,LEMF,1250000000
269,CZBIL,30003,Poush 2078,LEMF,1250000000
270,CMF1,1025435,Poush 2078,LEMF,1250000000
271,DDBL,2000,Poush 2078,LEMF,1250000000
272,EBL,52900,Poush 2078,LEMF,1250000000
273,EDBL,6,Poush 2078,LEMF,1250000000
274,GBIME,91872,Poush 2078,LEMF,1250000000
275,GIC,1959,Poush 2078,LEMF,1250000000
276,GBLBS,13369,Poush 2078,LEMF,1250000000
277,GLICL,50611,Poush 2078,LEMF,1250000000
278,HBL,29296,Poush 2078,LEMF,1250000000
279,HGI,44773,Poush 2078,LEMF,1250000000
280,HDL,6885,Poush 2078,LEMF,1250000000
281,IGI,11500,Poush 2078,LEMF,1250000000
282,JBLB,4996,Poush 2078,LEMF,1250000000
283,JLI,7538,Poush 2078,LEMF,1250000000
284,KBL,9301,Poush 2078,LEMF,1250000000
285,LBBL,11872,Poush 2078,LEMF,1250000000
286,LGIL,7816,Poush 2078,LEMF,1250000000
287,MLBSL,138,Poush 2078,LEMF,1250000000
288,MBL,60156,Poush 2078,LEMF,1250000000
289,MMFDB,2385,Poush 2078,LEMF,1250000000
290,MNBBL,536,Poush 2078,LEMF,1250000000
291,NABIL,7487,Poush 2078,LEMF,1250000000
292,NBF2,450000,Poush 2078,LEMF,1250000000
293,NLICL,46641,Poush 2078,LEMF,1250000000
294,NBB,12049,Poush 2078,LEMF,1250000000
295,NBL,34414,Poush 2078,LEMF,1250000000
296,NCCB,5513,Poush 2078,LEMF,1250000000
297,NIL,21314,Poush 2078,LEMF,1250000000
298,NIFRA,258021,Poush 2078,LEMF,1250000000
299,NICL,26019,Poush 2078,LEMF,1250000000
300,NIBPO,64692,Poush 2078,LEMF,1250000000
301,NLIC,9825,Poush 2078,LEMF,1250000000
302,NRIC,19462,Poush 2078,LEMF,1250000000
303,NICA,12195,Poush 2078,LEMF,1250000000
304,NICLBSL,1266,Poush 2078,LEMF,1250000000
305,NLBBL,242,Poush 2078,LEMF,1250000000
306,NLG,22411,Poush 2078,LEMF,1250000000
307,NMBMF,1,Poush 2078,LEMF,1250000000
308,NMB,44472,Poush 2078,LEMF,1250000000
309,NRN,13485,Poush 2078,LEMF,1250000000
310,NUBL,12359,Poush 2078,LEMF,1250000000
311,NYADI,2658,Poush 2078,LEMF,1250000000
312,PCBL,51331,Poush 2078,LEMF,1250000000
313,PRVU,91946,Poush 2078,LEMF,1250000000
314,PRIN,2006,Poush 2078,LEMF,1250000000
315,PLI,1918,Poush 2078,LEMF,1250000000
316,PIC,12717,Poush 2078,LEMF,1250000000
317,PICL,26477,Poush 2078,LEMF,1250000000
318,RLI,1182,Poush 2078,LEMF,1250000000
319,RMDC,5935,Poush 2078,LEMF,1250000000
320,SDLBSL,204,Poush 2078,LEMF,1250000000
321,SKBBL,4792,Poush 2078,LEMF,1250000000
322,SGI,959,Poush 2078,LEMF,1250000000
323,SLI,14078,Poush 2078,LEMF,1250000000
324,SANIMA,39441,Poush 2078,LEMF,1250000000
325,SBI,53601,Poush 2078,LEMF,1250000000
326,SBL,15434,Poush 2078,LEMF,1250000000
327,SCB,22864,Poush 2078,LEMF,1250000000
328,SICL,9414,Poush 2078,LEMF,1250000000
329,SIL,2818,Poush 2078,LEMF,1250000000
330,SLBBL,1775,Poush 2078,LEMF,1250000000
331,SRBL,57833,Poush 2078,LEMF,1250000000
332,SLICL,19409,Poush 2078,LEMF,1250000000
333,SWBBL,1247,Poush 2078,LEMF,1250000000
334,ULI,10134,Poush 2078,LEMF,1250000000
335,UMRH,1,Poush 2078,LEMF,1250000000
336,UIC,8655,Poush 2078,LEMF,1250000000
337,USLB,501,Poush 2078,LEMF,1250000000
338,ADBL,36000,Poush 2078,LUK,652623600
339,BOKL,50000,Poush 2078,LUK,652623600
340,BPCL,8000,Poush 2078,LUK,652623600
341,CBBL,8500,Poush 2078,LUK,652623600
342,CBL,15000,Poush 2078,LUK,652623600
343,CCBL,12729,Poush 2078,LUK,652623600
344,CHCL,15966,Poush 2078,LUK,652623600
345,CZBIL,37000,Poush 2078,LUK,652623600
346,EBL,19506,Poush 2078,LUK,652623600
347,FMDBL,8000,Poush 2078,LUK,652623600
348,GBBL,16000,Poush 2078,LUK,652623600
349,GBIME,29089,Poush 2078,LUK,652623600
350,GBLBS,11300,Poush 2078,LUK,652623600
351,GLICL,10095,Poush 2078,LUK,652623600
352,HGI,7000,Poush 2078,LUK,652623600
353,HDL,300,Poush 2078,LUK,652623600
354,JBLB,609,Poush 2078,LUK,652623600
355,KSBBL,1500,Poush 2078,LUK,652623600
356,KBL,28000,Poush 2078,LUK,652623600
357,LGIL,9477,Poush 2078,LUK,652623600
358,MBJC,10290,Poush 2078,LUK,652623600
359,MBL,2165,Poush 2078,LUK,652623600
360,MEGA,32559,Poush 2078,LUK,652623600
361,NABIL,10000,Poush 2078,LUK,652623600
362,NBF2,152800,Poush 2078,LUK,652623600
363,NEF,22722,Poush 2078,LUK,652623600
364,NLICL,21818,Poush 2078,LUK,652623600
365,NBB,37500,Poush 2078,LUK,652623600
366,NBL,48000,Poush 2078,LUK,652623600
367,NCCB,13026,Poush 2078,LUK,652623600
368,NIFRA,30732,Poush 2078,LUK,652623600
369,NICL,15433,Poush 2078,LUK,652623600
370,NIBPO,29415,Poush 2078,LUK,652623600
371,NLIC,1000,Poush 2078,LUK,652623600
372,NRIC,9651,Poush 2078,LUK,652623600
373,NIBLSF,250000,Poush 2078,LUK,652623600
374,NICBF,399700,Poush 2078,LUK,652623600
375,NICA,9607,Poush 2078,LUK,652623600
376,NLG,8712,Poush 2078,LUK,652623600
377,NMB50,46500,Poush 2078,LUK,652623600
378,NMBHF1,34810,Poush 2078,LUK,652623600
379,NMB,48435,Poush 2078,LUK,652623600
380,NRN,9333,Poush 2078,LUK,652623600
381,NUBL,9490,Poush 2078,LUK,652623600
382,PCBL,13380,Poush 2078,LUK,652623600
383,PRVU,43502,Poush 2078,LUK,652623600
384,PRIN,10011,Poush 2078,LUK,652623600
385,PIC,9200,Poush 2078,LUK,652623600
386,PICL,11931,Poush 2078,LUK,652623600
387,RMDC,8000,Poush 2078,LUK,652623600
388,SLI,6470,Poush 2078,LUK,652623600
389,SANIMA,49166,Poush 2078,LUK,652623600
390,SBL,34500,Poush 2078,LUK,652623600
391,SCB,17463,Poush 2078,LUK,652623600
392,SHINE,23000,Poush 2078,LUK,652623600
393,SICL,7467,Poush 2078,LUK,652623600
394,SRBL,12892,Poush 2078,LUK,652623600
395,SFMF,30000,Poush 2078,LUK,652623600
396,SLICL,9000,Poush 2078,LUK,652623600
397,ADBL,2500,Poush 2078,NADDF,498984500
398,NBL,7640,Poush 2078,NADDF,498984500
399,SANIMA,4680,Poush 2078,NADDF,498984500
400,CCBL,6000,Poush 2078,NADDF,498984500
401,SRBL,2500,Poush 2078,NADDF,498984500
402,GBIME,1000,Poush 2078,NADDF,498984500
403,PCBL,4750,Poush 2078,NADDF,498984500
404,NABIL,1000,Poush 2078,NADDF,498984500
405,KSBBL,2962,Poush 2078,NADDF,498984500
406,CBBL,2000,Poush 2078,NADDF,498984500
407,MLBSL,364,Poush 2078,NADDF,498984500
408,NUBL,1000,Poush 2078,NADDF,498984500
409,JBLB,3000,Poush 2078,NADDF,498984500
410,MKLB,696,Poush 2078,NADDF,498984500
411,MLBS,354,Poush 2078,NADDF,498984500
412,ALICL,1250,Poush 2078,NADDF,498984500
413,NLICL,5500,Poush 2078,NADDF,498984500
414,NLIC,1000,Poush 2078,NADDF,498984500
415,SLICL,3295,Poush 2078,NADDF,498984500
416,ULI,5350,Poush 2078,NADDF,498984500
417,SLI,5000,Poush 2078,NADDF,498984500
418,AIL,1000,Poush 2078,NADDF,498984500
419,EIC,1151,Poush 2078,NADDF,498984500
420,GIC,2000,Poush 2078,NADDF,498984500
421,HGI,2575,Poush 2078,NADDF,498984500
422,IGI,1675,Poush 2078,NADDF,498984500
423,LGIL,3545,Poush 2078,NADDF,498984500
424,NICL,1500,Poush 2078,NADDF,498984500
425,NLG,4103,Poush 2078,NADDF,498984500
426,PRIN,200,Poush 2078,NADDF,498984500
427,PIC,1250,Poush 2078,NADDF,498984500
428,PICL,2410,Poush 2078,NADDF,498984500
429,SICL,2566,Poush 2078,NADDF,498984500
430,SIL,3580,Poush 2078,NADDF,498984500
431,UIC,1500,Poush 2078,NADDF,498984500
432,NIL,4042,Poush 2078,NADDF,498984500
433,PSF,500000,Poush 2078,NADDF,498984500
434,KEF,300000,Poush 2078,NADDF,498984500
435,RMF1,2500000,Poush 2078,NADDF,498984500
436,MKJC,394,Poush 2078,NADDF,498984500
437,SAHAS,4333,Poush 2078,NADDF,498984500
438,TPC,715,Poush 2078,NADDF,498984500
439,SPC,608,Poush 2078,NADDF,498984500
440,NYADI,1875,Poush 2078,NADDF,498984500
441,MBJC,7500,Poush 2078,NADDF,498984500
442,ADBL,64051,Poush 2078,NBF2,1120000000
443,BOKL,43750,Poush 2078,NBF2,1120000000
444,CCBL,55594,Poush 2078,NBF2,1120000000
445,CZBIL,48731,Poush 2078,NBF2,1120000000
446,EBL,13235,Poush 2078,NBF2,1120000000
447,GBIME,62421,Poush 2078,NBF2,1120000000
448,HBL,29999,Poush 2078,NBF2,1120000000
449,MBL,41762,Poush 2078,NBF2,1120000000
450,MEGA,51598,Poush 2078,NBF2,1120000000
451,NBB,22400,Poush 2078,NBF2,1120000000
452,NBL,75447,Poush 2078,NBF2,1120000000
453,NCCB,57178,Poush 2078,NBF2,1120000000
454,NIBPO,93321,Poush 2078,NBF2,1120000000
455,NMB,27861,Poush 2078,NBF2,1120000000
456,PRVU,40280,Poush 2078,NBF2,1120000000
457,PCBL,46400,Poush 2078,NBF2,1120000000
458,SANIMA,44263,Poush 2078,NBF2,1120000000
459,SRBL,50923,Poush 2078,NBF2,1120000000
460,GBBL,20000,Poush 2078,NBF2,1120000000
461,JBBL,19444,Poush 2078,NBF2,1120000000
462,KSBBL,5247,Poush 2078,NBF2,1120000000
463,MLBL,6430,Poush 2078,NBF2,1120000000
464,MNBBL,14505,Poush 2078,NBF2,1120000000
465,SHINE,27787,Poush 2078,NBF2,1120000000
466,MFIL,8400,Poush 2078,NBF2,1120000000
467,AKBSL,910,Poush 2078,NBF2,1120000000
468,ALBSL,9768,Poush 2078,NBF2,1120000000
469,CBBL,14456,Poush 2078,NBF2,1120000000
470,CLBSL,3129,Poush 2078,NBF2,1120000000
471,FMDBL,14063,Poush 2078,NBF2,1120000000
472,FOWAD,2700,Poush 2078,NBF2,1120000000
473,GBLBS,33000,Poush 2078,NBF2,1120000000
474,JBLB,1140,Poush 2078,NBF2,1120000000
475,LLBS,2472,Poush 2078,NBF2,1120000000
476,MLBSL,1267,Poush 2078,NBF2,1120000000
477,MLBS,665,Poush 2078,NBF2,1120000000
478,MERO,5830,Poush 2078,NBF2,1120000000
479,NADEP,6423,Poush 2078,NBF2,1120000000
480,NICLBSL,7338,Poush 2078,NBF2,1120000000
481,RMDC,7902,Poush 2078,NBF2,1120000000
482,SDLBSL,10139,Poush 2078,NBF2,1120000000
483,SAMAJ,185,Poush 2078,NBF2,1120000000
484,SKBBL,12500,Poush 2078,NBF2,1120000000
485,SMFDB,3175,Poush 2078,NBF2,1120000000
486,ALICL,8642,Poush 2078,NBF2,1120000000
487,GLICL,56948,Poush 2078,NBF2,1120000000
488,NLICL,38164,Poush 2078,NBF2,1120000000
489,NLIC,15950,Poush 2078,NBF2,1120000000
490,PLIC,41079,Poush 2078,NBF2,1120000000
491,SLI,4127,Poush 2078,NBF2,1120000000
492,SLICL,5184,Poush 2078,NBF2,1120000000
493,HGI,25635,Poush 2078,NBF2,1120000000
494,IGI,10803,Poush 2078,NBF2,1120000000
495,LGIL,47490,Poush 2078,NBF2,1120000000
496,NIL,18987,Poush 2078,NBF2,1120000000
497,NICL,6690,Poush 2078,NBF2,1120000000
498,NLG,11792,Poush 2078,NBF2,1120000000
499,PRIN,25764,Poush 2078,NBF2,1120000000
500,PIC,34124,Poush 2078,NBF2,1120000000
501,PICL,16173,Poush 2078,NBF2,1120000000
502,SIC,5884,Poush 2078,NBF2,1120000000
503,SICL,10131,Poush 2078,NBF2,1120000000
504,UIC,19673,Poush 2078,NBF2,1120000000
505,OHL,13169,Poush 2078,NBF2,1120000000
506,AKPL,23786,Poush 2078,NBF2,1120000000
507,AHPC,26578,Poush 2078,NBF2,1120000000
508,BPCL,16795,Poush 2078,NBF2,1120000000
509,CHCL,18762,Poush 2078,NBF2,1120000000
510,HURJA,3533,Poush 2078,NBF2,1120000000
511,MBJC,3837,Poush 2078,NBF2,1120000000
512,PMHPL,14915,Poush 2078,NBF2,1120000000
513,SAHAS,5085,Poush 2078,NBF2,1120000000
514,SHPC,10577,Poush 2078,NBF2,1120000000
515,UPCL,28028,Poush 2078,NBF2,1120000000
516,HDL,3635,Poush 2078,NBF2,1120000000
517,CMF2,513487,Poush 2078,NBF2,1120000000
518,NICBF,1381940,Poush 2078,NBF2,1120000000
519,NMB50,1090000,Poush 2078,NBF2,1120000000
520,RMF1,250000,Poush 2078,NBF2,1120000000
521,SAEF,933110,Poush 2078,NBF2,1120000000
522,SEF,615700,Poush 2078,NBF2,1120000000
523,SIGS2,923600,Poush 2078,NBF2,1120000000
524,SFMF,668820,Poush 2078,NBF2,1120000000
525,BBC,2331,Poush 2078,NBF2,1120000000
526,CIT,9448,Poush 2078,NBF2,1120000000
527,NIFRA,4674,Poush 2078,NBF2,1120000000
528,NRN,41034,Poush 2078,NBF2,1120000000
529,NTC,19844,Poush 2078,NBF2,1120000000
530,NRIC,13967,Poush 2078,NBF2,1120000000
531,ADBL,67432,Poush 2078,NEF,1250000000
